Familia,Genero,Especie,id,Longitud de onda,Intensidad miníma,Intensidad media,Intensidad máxima,Tonos principales,Melodía,Centroide espectral,Rolloff espectral,Contraste espectral,Ancho de banda espectral,Croma,Tempo,Pulso,Coeficientes MFCC,RMS,Cens,Piptrack,Cruces por cero,Cromagrama CQT,Cromagrama CENS,Melspectrogram,Polynomial coefficients,Fourier tempogram,Ceros Cruzados,Perceptrual Sharpness,Loudness,Tonnetz,Contraste,Rolloff,Centroide,Bandwidth
Estrildidae,,,_110292,1364544,9.498015e-06,0.035434183,0.047614034,1025,0.11016895694353596,2865.7965393922887,7029.4519674840585,20.98803160444338,2939.6662369177393,0.38499194,123.046875,0.3065279949005605,-4.974074,0.035434183,0.20021889,0.0052424986,0.06568280253657165,0.23981994,0.20021889,0.29069895,0.3768814275018564,(0.44771334528923035-0.0023525888100266457j),0.06568280253657165,0.018592197,94.46753,0.11016895694353596,20.98803160444338,7029.4519674840585,2865.7965393922887,2939.6662369177393
Estrildidae,,,_150687,460844,0.011055008,0.021421969,0.10304146,1025,0.008501489029339114,3113.1983223875463,7504.452734808546,19.267568609662924,3245.7321420567655,0.5023625,129.19921875,0.2752373180424583,-6.936065,0.021421969,0.2824618,0.05016759,0.17449145047169812,0.70714635,0.2824618,0.09279414,0.3083622644424738,(0.4988771677017212+0.001635177992284298j),0.17449145047169812,0.045709357,19.301193,0.008501489029339114,19.267568609662924,7504.452734808546,3113.1983223875463,3245.7321420567655
Estrildidae,,,_150688,84721,0.012808847,0.024067475,0.067913905,1025,0.003612214058953015,3031.0831365923423,7461.384600903614,20.744026291800306,3115.2534190125193,0.53356916,123.046875,0.19158904319222758,-7.9267125,0.024067475,0.2841607,0.06366554,0.19432417168674698,0.7222645,0.2841607,0.104329996,0.3641293656701231,(0.39216434955596924-0.0059006004594266415j),0.19432417168674698,0.034700245,3.9952006,0.003612214058953015,20.744026291800306,7461.384600903614,3031.0831365923423,3115.2534190125193
Estrildidae,,,_150792,250578,0.017966248,0.032559272,0.06900633,1025,0.0004279838330492373,6167.903630513388,9970.5322265625,19.37264051535194,3402.14360346935,0.32110366,123.046875,0.24615058141882762,-7.785212,0.032559272,0.2859399,0.036394227,0.5889558753188775,0.6854881,0.2859399,0.06904402,0.18223938809986218,(0.5709322690963745+0.005986373871564865j),0.5889558753188775,0.07024537,15.954042,0.0004279838330492373,19.37264051535194,9970.5322265625,6167.903630513388,3402.14360346935
Estrildidae,,,_151329,116178,0.010206813,0.0178592,0.04829995,1025,0.018517779223834175,4691.909118897554,9034.506749896751,19.84648532493885,3298.0080956913353,0.4320836,117.45383522727273,0.2366933601748485,-7.2733746,0.0178592,0.2772805,0.022611918,0.3833717648678414,0.6715231,0.2772805,0.03509775,0.19212510854115494,(0.457257479429245+0.003769452217966318j),0.3833717648678414,0.060890682,4.0540385,0.018517779223834175,19.84648532493885,9034.506749896751,4691.909118897554,3298.0080956913353
Estrildidae,,,_19628,364608,6.891623e-07,0.07384433,0.50212723,1025,0.0006296431331797396,4223.684949999951,6723.055606537079,20.450559836887663,2315.040400450977,0.40576568,135.99917763157896,0.22265025342395356,-18.488953,0.07384433,0.26911402,0.06963167,0.32671357271213186,0.52078193,0.26911402,1.2704791,0.37897944166735803,(0.5249441862106323+0.00012434425298124552j),0.32671357271213186,0.11710059,52.65101,0.0006296431331797396,20.450559836887663,6723.055606537079,4223.684949999951,2315.040400450977
Estrildidae,,,_269982,618106,0.0051914244,0.018532844,0.13903537,1025,0.0005143415684879644,3198.8304948306077,5757.003460814622,20.67124592178846,2217.5399891742327,0.52983797,123.046875,0.2761221099104559,-19.490496,0.018532844,0.2855828,0.04905483,0.2529919352752483,0.69013405,0.2855828,0.06581034,0.253803787136167,(0.49562421441078186-0.0011865927372127771j),0.2529919352752483,0.051685207,22.387676,0.0005143415684879644,20.67124592178846,5757.003460814622,3198.8304948306077,2217.5399891742327
Estrildidae,,,_610581,617456,0.00048371305,0.051943757,0.16418728,1025,-0.003481289426682927,6194.854629408402,7941.0025069962685,23.92148721032642,1818.0693861325797,0.34748188,123.046875,0.2514371481548311,-29.964905,0.051943757,0.2546041,0.0327933,0.5860617971341211,0.42632702,0.2546041,0.12603414,0.2705540722297218,(0.41759464144706726-0.0026602342259138823j),0.5860617971341211,0.01405145,62.64417,-0.003481289426682927,23.92148721032642,7941.0025069962685,6194.854629408402,1818.0693861325797
Estrildidae,,,_622956,441000,0.00045797476,0.014656439,0.046950944,1025,0.003032789575120592,3487.0855379188615,5618.067652443446,21.264905693080767,2358.5415051671985,0.42980722,129.19921875,0.2740267949542552,-21.16253,0.014656439,0.28344297,0.04382777,0.28346425917198376,0.6520266,0.28344297,0.033334047,0.2319312601905821,(0.501745343208313-0.005008670035749674j),0.28346425917198376,0.076609865,12.633851,0.003032789575120592,21.264905693080767,5618.067652443446,3487.0855379188615,2358.5415051671985
Estrildidae,,,_637243,92404,0.0,0.0091147255,0.02869476,1025,-0.0006690132471330859,1994.023156422202,3906.670299551105,21.283659072392,1984.7538217098827,0.26116917,143.5546875,0.07909289771675523,-19.33994,0.0091147255,0.27774742,0.014115876,0.12610874913674033,0.6145071,0.27774742,0.0203242,0.11292039447307747,(0.37361928820610046+0.006761558353900909j),0.12610874913674033,0.22544621,1.6497653,-0.0006690132471330859,21.283659072392,3906.670299551105,1994.023156422202,1984.7538217098827
