Familia,Genero,Especie,id,Longitud de onda,Intensidad miníma,Intensidad media,Intensidad máxima,Tonos principales,Melodía,Centroide espectral,Rolloff espectral,Contraste espectral,Ancho de banda espectral,Croma,Tempo,Pulso,Coeficientes MFCC,RMS,Cens,Piptrack,Cruces por cero,Cromagrama CQT,Cromagrama CENS,Melspectrogram,Polynomial coefficients,Fourier tempogram,Ceros Cruzados,Perceptrual Sharpness,Loudness,Tonnetz,Contraste,Rolloff,Centroide,Bandwidth
Cotingidae,,,_104123,660096,0.003938927,0.0081574,0.025505586,1025,-0.002538775697376739,4724.1624902970025,6470.460460574128,22.847828468496342,1982.5961252223108,0.28323582,129.19921875,0.24905602771230223,-16.64509,0.0081574,0.28334495,0.008943571,0.4695221656976744,0.68172807,0.28334495,0.004720092,0.07601294632701638,(0.5849102735519409+0.0008161313598975539j),0.4695221656976744,0.016816895,10.5230465,-0.002538775697376739,22.847828468496342,6470.460460574128,4724.1624902970025,1982.5961252223108
Cotingidae,,,_104453,138816,0.00070136914,0.0014390846,0.008563205,1025,-0.004184520466156001,3824.745988760633,7330.2348417394305,17.699999173613627,3007.8864657528347,0.63335836,129.19921875,0.19551191658566838,-18.035059,0.0014390846,0.28036356,0.0020830946,0.22517305261948528,0.70233685,0.28036356,0.00035426617,0.019761194729905052,(0.4260691702365875-0.007321867160499096j),0.22517305261948528,0.13127847,0.39143103,-0.004184520466156001,17.699999173613627,7330.2348417394305,3824.745988760633,3007.8864657528347
Cotingidae,,,_104455,61632,0.0013504273,0.0077091847,0.02132583,1025,0.00015751697934136317,4198.604829775207,7423.527287254648,18.05465431412824,2766.3266690647447,0.6178422,112.34714673913044,0.13431810827475707,-12.768736,0.0077091847,0.27655968,0.015805189,0.2899502840909091,0.63765526,0.27655968,0.0074197548,0.1024253566979304,(0.349435418844223-0.005980988964438438j),0.2899502840909091,0.16559166,0.9328113,0.00015751697934136317,18.05465431412824,7423.527287254648,4198.604829775207,2766.3266690647447
Cotingidae,,,_104456,101376,0.0007193083,0.0030269045,0.031494875,1025,-0.001501305915191743,3953.192050866585,7062.187279169284,18.583198939920607,2873.5898766284904,0.4342653,112.34714673913044,0.173608936160952,-17.574333,0.0030269045,0.27311432,0.003459256,0.30236877748115576,0.66175604,0.27311432,0.00371915,0.028422155451925824,(0.4088369607925415-0.02020171284675598j),0.30236877748115576,0.09973766,0.602354,-0.001501305915191743,18.583198939920607,7062.187279169284,3953.192050866585,2873.5898766284904
Cotingidae,,,_104457,39744,0.0010304013,0.004447601,0.02318041,1025,-0.024743620634845937,3608.704067127103,6840.932992788462,18.466450463933096,2804.420366290759,0.5180863,123.046875,0.15623413503245226,-15.59286,0.004447601,0.2723608,0.005323676,0.2111941606570513,0.63624793,0.2723608,0.005015064,0.040626080837288255,(0.2217492312192917+0.003561071353033185j),0.2111941606570513,0.09847731,0.34691286,-0.024743620634845937,18.466450463933096,6840.932992788462,3608.704067127103,2804.420366290759
Cotingidae,,,_104458,212544,0.00039307922,0.0012556724,0.010859674,1025,-0.004254112390507658,3735.0222152007045,6763.832737849309,18.32538339783659,2923.400627303854,0.44643804,129.19921875,0.2726702014553165,-18.387392,0.0012556724,0.2815589,0.0014694252,0.277496337890625,0.71920234,0.2815589,0.0002661017,0.016721317155726438,(0.39349114894866943-0.0014472167240455747j),0.277496337890625,0.075105995,0.5223597,-0.004254112390507658,18.32538339783659,6763.832737849309,3735.0222152007045,2923.400627303854
Cotingidae,,,_104459,1040979,6.417152e-05,0.0011849207,0.024986818,1025,-0.0014285334966418978,3144.537125600859,6588.1120799917035,17.7916867053966,2962.7191489255247,0.727354,123.046875,0.20940178280189592,-19.433664,0.0011849207,0.27423334,0.0012545774,0.16583029897984267,0.67538315,0.27423334,0.00073160825,0.014069367062957715,(0.4535868763923645+0.0007208366296254098j),0.16583029897984267,0.09089983,2.4101286,-0.0014285334966418978,17.7916867053966,6588.1120799917035,3144.537125600859,2962.7191489255247
Cotingidae,,,_104462,100224,0.0006178701,0.0019055109,0.013468691,1025,-0.0003409808270476637,3540.436594195518,7136.773681640625,17.590196285513187,2972.4479656666804,0.6305404,112.34714673913044,0.1791858814215569,-17.34641,0.0019055109,0.27784505,0.002733979,0.2034065090880102,0.68880326,0.27784505,0.0010141326,0.02383431158343519,(0.368393212556839-0.0018549977103248239j),0.2034065090880102,0.11861083,0.37348014,-0.0003409808270476637,17.590196285513187,7136.773681640625,3540.436594195518,2972.4479656666804
Cotingidae,,,_104463,78336,0.0003932131,0.0032283454,0.019200822,1025,0.0016338265000361016,3550.3251836637387,7343.801047585227,17.788934358847825,3012.1021002982243,0.6272198,123.046875,0.1631110541402034,-16.448284,0.0032283454,0.27114674,0.0044385316,0.20048067167207792,0.6672267,0.27114674,0.0034843215,0.034483942190976606,(0.33551478385925293-0.008030584082007408j),0.20048067167207792,0.12112266,0.4971652,0.0016338265000361016,17.788934358847825,7343.801047585227,3550.3251836637387,3012.1021002982243
Cotingidae,,,_104464,698112,0.00083822565,0.0150521705,0.23015529,1025,-0.002088686452972412,3468.6078638814142,7032.469450203904,17.499886319067176,2963.2510867620595,0.6913986,99.38401442307692,0.18259000760910396,-12.370158,0.0150521705,0.27757776,0.03160969,0.2000088062454179,0.69641566,0.27757776,0.24619694,0.24334895940950632,(0.6482504606246948+0.002062848536297679j),0.2000088062454179,0.1175145,20.53116,-0.002088686452972412,17.499886319067176,7032.469450203904,3468.6078638814142,2963.2510867620595
