Familia,Genero,Especie,id,Longitud de onda,Intensidad miníma,Intensidad media,Intensidad máxima,Tonos principales,Melodía,Centroide espectral,Rolloff espectral,Contraste espectral,Ancho de banda espectral,Croma,Tempo,Pulso,Coeficientes MFCC,RMS,Cens,Piptrack,Cruces por cero,Cromagrama CQT,Cromagrama CENS,Melspectrogram,Polynomial coefficients,Fourier tempogram,Ceros Cruzados,Perceptrual Sharpness,Loudness,Tonnetz,Contraste,Rolloff,Centroide,Bandwidth
Bombycillidae,Bombycilla,Bombycilla cedrorum,_159842,106899,0.010046243,0.0421782,0.10825079,1025,0.003586413570089022,2347.3065660405287,5014.86664548445,20.853712681349013,2727.8406519627647,0.5767372,143.5546875,0.1564797088927434,-5.8110356,0.0421782,0.26171577,4.2067604e-05,0.11363169108851674,0.5511768,0.26171577,0.24131322,0.19788020769227552,(0.3958970308303833-0.011715257540345192j),0.11363169108851674,0.0020746295,8.815244,0.003586413570089022,20.853712681349013,5014.86664548445,2347.3065660405287,2727.8406519627647
Bombycillidae,Bombycilla,Bombycilla cedrorum,_169237,129600,0.016998002,0.113184154,0.4105332,1025,-0.0026523239971894663,630.8713558940987,1013.5441337044783,21.28091909118568,1720.020094653504,0.8001835,123.046875,0.21240909474886946,-6.259296,0.113184154,0.23153326,0.0,0.008360374630905512,0.44396773,0.23153326,1.681153,0.4070368225664381,(0.34726348519325256-0.0022813533432781696j),0.008360374630905512,0.00010369137,28.748775,-0.0026523239971894663,21.28091909118568,1013.5441337044783,630.8713558940987,1720.020094653504
Bombycillidae,Bombycilla,Bombycilla cedrorum,_185609,95616,0.0010811298,0.015352381,0.14361653,1025,-0.00036413291467924134,3951.2245141056846,5866.300890917447,20.885411053431152,2143.1501996655697,0.35148484,129.19921875,0.20288912265128548,-29.939268,0.015352381,0.283282,0.008997725,0.33476249164438504,0.59529054,0.283282,0.03967462,0.05605938369586694,(0.40362024307250977-0.018742311745882034j),0.33476249164438504,0.056492586,2.8708954,-0.00036413291467924134,20.885411053431152,5866.300890917447,3951.2245141056846,2143.1501996655697
Bombycillidae,Bombycilla,Bombycilla cedrorum,_190455,264960,0.009077607,0.021680769,0.04330143,1025,-0.0002736276870497527,2486.534760967847,4559.281632706926,21.962101974369748,2106.3643340852464,0.43655047,123.046875,0.2708813982882969,-33.26064,0.021680769,0.28160185,0.05303639,0.18157558367519305,0.6074448,0.28160185,0.08594732,0.2855262179142035,(0.4471755921840668-0.004314457066357136j),0.18157558367519305,0.006057579,11.2306385,-0.0002736276870497527,21.962101974369748,4559.281632706926,2486.534760967847,2106.3643340852464
Bombycillidae,Bombycilla,Bombycilla cedrorum,_306661,122775,0.002264925,0.0049364916,0.0077746464,1025,0.011959393763828631,1928.0402042048668,3565.2255249023438,20.65040898095808,1789.0253072397456,0.4874706,123.046875,0.2010664681105341,-14.036842,0.0049364916,0.2674125,0.013107855,0.15591837565104166,0.64267135,0.2674125,0.004303104,0.08152654663592301,(0.4445212781429291-0.010445012710988522j),0.15591837565104166,0.006803425,1.184758,0.011959393763828631,20.65040898095808,3565.2255249023438,1928.0402042048668,1789.0253072397456
Bombycillidae,Bombycilla,Bombycilla cedrorum,_452615,84672,6.353963e-06,0.028765092,0.19897255,1025,0.0006470409774144403,6108.980075459388,8094.9277579066265,20.271168851246156,2315.175475687292,0.21567312,123.046875,0.20585171872621016,-21.712736,0.028765092,0.28572083,0.002669321,0.5869934817394579,0.71375114,0.28572083,0.086393945,0.05530044793074285,(0.3681224584579468-0.007889059372246265j),0.5869934817394579,0.07554709,4.7750053,0.0006470409774144403,20.271168851246156,8094.9277579066265,6108.980075459388,2315.175475687292
Bombycillidae,Bombycilla,Bombycilla cedrorum,_457006,265130,3.4493427e-05,0.015003062,0.11857475,1025,0.002900652569467305,5568.3774986246435,8601.932669974662,18.237958029425453,2801.803266217381,0.5588723,117.45383522727273,0.28063463376976616,-18.914145,0.015003062,0.28151786,0.003188672,0.5109382541023166,0.72079974,0.28151786,0.035546362,0.02530151491553243,(0.44546711444854736-0.0020184791646897793j),0.5109382541023166,0.25966847,7.771586,0.002900652569467305,18.237958029425453,8601.932669974662,5568.3774986246435,2801.803266217381
Bombycillidae,Bombycilla,Bombycilla cedrorum,_624272,41496,0.0009511509,0.006143075,0.029641509,1025,-0.005180434447671444,5568.6961084384675,7327.328863376524,20.727327406575053,1846.2442647012174,0.42046958,129.19921875,0.15413584630824392,-28.754559,0.006143075,0.2691827,0.0047203433,0.4750262004573171,0.55086005,0.2691827,0.0042030467,0.0316250959619642,(0.2361939400434494+0.0021981552708894014j),0.4750262004573171,0.07129587,0.50373214,-0.005180434447671444,20.727327406575053,7327.328863376524,5568.6961084384675,1846.2442647012174
Bombycillidae,Bombycilla,Bombycilla cedrorum,_70984,220032,0.00044913814,0.021846332,0.036328763,1025,-0.03365906997986937,2903.542039185099,6755.967364643895,19.58415022102334,3046.056487204549,0.4681303,123.046875,0.2296867250414484,-3.4458876,0.021846332,0.20338328,0.0019963586,0.11741120094476744,0.26869607,0.20338328,0.10871404,0.19090637846059866,(0.43779438734054565-0.010499405674636364j),0.11741120094476744,0.014023812,9.393923,-0.03365906997986937,19.58415022102334,6755.967364643895,2903.542039185099,3046.056487204549
Bombycillidae,Bombycilla,Bombycilla cedrorum,_753563,24569,0.0015784679,0.0063547716,0.012997024,1025,-0.003284455471590523,5335.117066622737,8029.193115234375,19.53044345287298,2773.90469823226,0.40860543,143.5546875,0.10038303946815691,-19.620817,0.0063547716,0.2858113,0.005595867,0.4754435221354167,0.79165584,0.2858113,0.0021195735,0.04330698410330602,(0.1459008753299713-0.004416408017277718j),0.4754435221354167,0.14401044,0.30502903,-0.003284455471590523,19.53044345287298,8029.193115234375,5335.117066622737,2773.90469823226
Bombycillidae,Bombycilla,Bombycilla cedrorum,_823171,32832,0.025137315,0.10585618,0.25550595,1025,0.01498219030062234,2046.3053661809522,5486.66015625,19.841909649560673,2789.668263908407,0.6184667,135.99917763157896,0.1626791239818011,0.8215262,0.10585618,0.27050018,0.00049634493,0.09593599759615384,0.6556909,0.27050018,1.6518134,0.6437597190538981,(0.14436237514019012+0.001397425658069551j),0.09593599759615384,0.0029161484,6.880652,0.01498219030062234,19.841909649560673,5486.66015625,2046.3053661809522,2789.668263908407
