Familia,Genero,Especie,id,Longitud de onda,Intensidad miníma,Intensidad media,Intensidad máxima,Tonos principales,Melodía,Centroide espectral,Rolloff espectral,Contraste espectral,Ancho de banda espectral,Croma,Tempo,Pulso,Coeficientes MFCC,RMS,Cens,Piptrack,Cruces por cero,Cromagrama CQT,Cromagrama CENS,Melspectrogram,Polynomial coefficients,Fourier tempogram,Ceros Cruzados,Perceptrual Sharpness,Loudness,Tonnetz,Contraste,Rolloff,Centroide,Bandwidth
Cotingidae,,,_105649,1370628,0.0033647714,0.017669277,0.09060164,1025,-0.018220901494848497,1621.1846649596005,3780.0420417814134,21.741818666949566,2270.171590878713,0.39796522,123.046875,0.3011178122104621,-11.149913,0.017669277,0.24935494,0.008853739,0.048658739906179985,0.4869407,0.24935494,0.08758228,0.1251643388106532,(0.4942288100719452-0.0009815290104597807j),0.048658739906179985,0.0033787566,47.318325,-0.018220901494848497,21.741818666949566,3780.0420417814134,1621.1846649596005,2270.171590878713
Cotingidae,,,_105650,2825399,0.0030797175,0.013730983,0.07362631,1025,0.0041342274061845485,1756.3141140217442,4213.478991077697,20.88554855831527,2415.5510368209766,0.38216344,123.046875,0.30670313137911764,-12.131776,0.013730983,0.2519219,0.00816613,0.04719040544595941,0.5004791,0.2519219,0.06251912,0.10644379210016452,(0.4894125461578369-0.0003381884307600558j),0.04719040544595941,0.005264041,75.781296,0.0041342274061845485,20.88554855831527,4213.478991077697,1756.3141140217442,2415.5510368209766
Cotingidae,,,_1222,546048,0.00012983334,0.022062426,0.29042792,1025,-0.006329972434402231,3207.4128607037865,5895.112931627812,29.799704661038323,2157.43698809344,0.4943754,129.19921875,0.26312453483660336,-10.744474,0.022062426,0.26992345,0.04270544,0.24101736395852857,0.62679607,0.26992345,0.33925876,0.26540926214917704,(0.2969527244567871-0.0028821127489209175j),0.24101736395852857,0.000490842,23.54061,-0.006329972434402231,29.799704661038323,5895.112931627812,3207.4128607037865,2157.43698809344
Cotingidae,,,_189529,836666,0.006191166,0.050568774,0.42275092,1025,0.005041433282295258,3422.329263078036,7147.489114463876,20.127873900753112,2937.0728836115163,0.38882643,123.046875,0.282722526741173,-17.236622,0.050568774,0.24546836,0.07175088,0.19552692564984708,0.48276347,0.24546836,1.536802,0.42841145372666223,(0.45383456349372864-0.0011704821372404695j),0.19552692564984708,0.103494145,82.67995,0.005041433282295258,20.127873900753112,7147.489114463876,3422.329263078036,2937.0728836115163
Cotingidae,,,_206290,1043583,0.0,0.0050169732,0.021462873,1025,-0.0013629175024143943,3908.4614491959283,6775.175771671163,23.788158571174545,2772.983535803624,0.3153345,129.19921875,0.2555459103715662,-30.663374,0.0050169732,0.2337008,0.004096914,0.25971054668342325,0.40403587,0.2337008,0.0065802676,0.03921657545241817,(0.5096455216407776-0.0021950809750705957j),0.25971054668342325,0.037575908,10.229609,-0.0013629175024143943,23.788158571174545,6775.175771671163,3908.4614491959283,2772.983535803624
Cotingidae,,,_228803,640906,0.022787469,0.03257508,0.116016306,1025,-2.7635142183543397e-05,3531.687086885725,6370.672100420577,19.047258775810494,2598.0911130906757,0.57072175,123.046875,0.30638027484755037,-11.146246,0.03257508,0.28743812,0.12026879,0.3128755709614617,0.76510155,0.28743812,0.1724778,0.5853510325581675,(0.45611676573753357+0.00021155786816962063j),0.3128755709614617,0.10715887,40.783997,-2.7635142183543397e-05,19.047258775810494,6370.672100420577,3531.687086885725,2598.0911130906757
Cotingidae,,,_264758,607680,0.0,0.031320423,0.22779356,1025,0.01784711887081608,951.9597922504737,1922.0606044650378,20.976210531999396,991.2090025851574,0.39864632,117.45383522727273,0.28082918399535794,-14.77233,0.031320423,0.2491938,0.03662642,0.06863251632266218,0.47578344,0.2491938,0.70928067,0.24198647992414687,(0.3474019169807434-0.0028984565287828445j),0.06863251632266218,0.0077639758,37.17734,0.01784711887081608,20.976210531999396,1922.0606044650378,951.9597922504737,991.2090025851574
Cotingidae,,,_273657,1104192,1.3134161e-06,0.05868964,0.21831082,1025,0.043627065962592075,1332.1657043714965,2711.4116217728615,22.788272242470796,1626.9640225100377,0.27153444,129.19921875,0.2973105155803621,-18.61484,0.05868964,0.21558554,0.057574198,0.04369902135489105,0.3394414,0.21558554,1.1243008,0.49344340076882753,(0.488129585981369-0.0018683718517422676j),0.04369902135489105,0.0033621485,126.59355,0.043627065962592075,22.788272242470796,2711.4116217728615,1332.1657043714965,1626.9640225100377
Cotingidae,,,_273658,1153152,1.1744817e-06,0.036171403,0.12468317,1025,0.04093376237975112,1706.5791206780352,3891.2352215275464,21.055000473506755,2040.2669346695084,0.39230618,123.046875,0.3070417845562282,-11.777593,0.036171403,0.2653036,0.054667488,0.06810212251719928,0.49023193,0.2653036,0.37298033,0.42825354949912936,(0.48279470205307007-0.002556036924943328j),0.06810212251719928,0.0078797825,81.49417,0.04093376237975112,21.055000473506755,3891.2352215275464,1706.5791206780352,2040.2669346695084
Cotingidae,,,_273659,646272,1.8563037e-06,0.03457071,0.09702901,1025,0.008907313895612673,1670.5496071378493,3833.830815766033,21.474098071251607,2013.2142268935813,0.41527572,129.19921875,0.2847349188944111,-11.310877,0.03457071,0.27412102,0.059145063,0.0728219486094616,0.5505083,0.27412102,0.31962398,0.4420177445930826,(0.47961729764938354-0.003200117964297533j),0.0728219486094616,0.007338891,43.662804,0.008907313895612673,21.474098071251607,3833.830815766033,1670.5496071378493,2013.2142268935813
