Familia,Genero,Especie,id,Longitud de onda,Intensidad miníma,Intensidad media,Intensidad máxima,Tonos principales,Melodía,Centroide espectral,Rolloff espectral,Contraste espectral,Ancho de banda espectral,Croma,Tempo,Pulso,Coeficientes MFCC,RMS,Cens,Piptrack,Cruces por cero,Cromagrama CQT,Cromagrama CENS,Melspectrogram,Polynomial coefficients,Fourier tempogram,Ceros Cruzados,Perceptrual Sharpness,Loudness,Tonnetz,Contraste,Rolloff,Centroide,Bandwidth
Alaudidae,Eremophila,Eremophila alpestris,_105151,2358645,0.00982418,0.053759355,0.22457796,1025,0.0002262887216466,1065.2383161048067,1944.2351069449344,19.965079859537223,2109.5349958321185,0.7167078,123.046875,0.2818686519533431,-4.99416,0.053759355,0.248695,0.0005438539,0.0187601959314629,0.5327798,0.248695,0.48665795,0.2415367663212017,(0.5341174602508545-0.001242930768057704j),0.0187601959314629,0.00025312664,247.66936,0.0002262887216466,19.965079859537223,1944.2351069449344,1065.2383161048067,2109.5349958321185
Alaudidae,Eremophila,Eremophila alpestris,_106772,3181824,4.8787642e-05,0.0028563382,0.09610513,1025,-0.0006433518676762,2586.99373848639,5637.785823266543,17.87721274783725,2673.7973938220107,0.57057875,123.046875,0.2953632827914628,-19.872236,0.0028563382,0.28687534,0.0061361305,0.1332513638877715,0.7583837,0.28687534,0.002431506,0.0411954065138288,(0.49398723244667053-0.00032373337307944894j),0.1332513638877715,0.050602995,17.752142,-0.0006433518676762,17.87721274783725,5637.785823266543,2586.99373848639,2673.7973938220107
Alaudidae,Eremophila,Eremophila alpestris,_110765,192629,0.0051440927,0.023175733,0.25241897,1025,-0.0004288340884478,2524.1806123695665,3643.2523287259614,22.55297510785201,1732.2947458927847,0.4467141,103.359375,0.1774152721189182,-28.114649,0.023175733,0.27768347,0.024176585,0.1674882398043766,0.5754502,0.27768347,0.09650764,0.1953629463229135,(0.44872206449508667+0.005970040336251259j),0.1674882398043766,0.005967416,8.737251,-0.0004288340884478,22.55297510785201,3643.2523287259614,2524.1806123695665,1732.2947458927847
Alaudidae,Eremophila,Eremophila alpestris,_111775,290880,6.471879e-05,0.0033849417,0.021056788,1025,0.0021291279729308,2474.0115816359707,4985.863700021969,18.244999202512847,2363.408399684497,0.62064195,117.45383522727272,0.2570876977388813,-18.301676,0.0033849417,0.28570122,0.010318228,0.1539536192882249,0.7566155,0.28570122,0.0020236587,0.0581866060321686,(0.4710390567779541-0.009968376718461514j),0.1539536192882249,0.043455675,1.9260318,0.0021291279729308,18.244999202512847,4985.863700021969,2474.0115816359707,2363.408399684497
Alaudidae,Eremophila,Eremophila alpestris,_111776,667584,6.383403e-05,0.0034375885,0.017668711,1025,-0.0042186228800267,2566.3756199273307,5469.689548234998,18.84613862677504,2467.1698198824547,0.5746191,117.45383522727272,0.2717586084488489,-18.170769,0.0034375885,0.28369933,0.010795084,0.1570730384873466,0.7260129,0.28369933,0.0023009044,0.0610112543438415,(0.5025125741958618-0.0046037971042096615j),0.1570730384873466,0.044678394,4.4826155,-0.0042186228800267,18.84613862677504,5469.689548234998,2566.3756199273307,2467.1698198824547
Alaudidae,Eremophila,Eremophila alpestris,_111777,490439,0.0041940073,0.0080947,0.01683387,1025,-0.002901604762635,1690.5129857136244,3282.5210348300498,19.296073441647884,1974.7829498014144,0.5101811,123.046875,0.3018684345372051,-19.877426,0.0080947,0.28647768,0.0192608,0.0768650508872651,0.7139659,0.28647768,0.0150901945,0.1240901345970305,(0.45673584938049316+0.00021594871941488236j),0.0768650508872651,0.008583053,7.7547226,-0.002901604762635,19.296073441647884,3282.5210348300498,1690.5129857136244,1974.7829498014144
Alaudidae,Eremophila,Eremophila alpestris,_113144,165111,4.77376e-06,0.009562475,0.046726417,1025,0.0108495499289788,1948.3678336434891,3378.112906346749,19.08546601790803,1632.5101268404785,0.61206686,129.19921875,0.2184160030060344,-12.041414,0.009562475,0.28150952,0.028290289,0.1583633659055727,0.70384324,0.28150952,0.014574271,0.1646682168349889,(0.4376757740974426-0.027836866676807404j),0.1583633659055727,0.01016653,3.0886793,0.0108495499289788,19.08546601790803,3378.112906346749,1948.3678336434891,1632.5101268404785
Alaudidae,Eremophila,Eremophila alpestris,_11505,268906,0.09045125,0.20302011,0.42815834,1025,-0.0028567109179868,1326.9013163231305,2236.4032701847677,18.50754711434888,1657.2861128557329,0.6057804,123.046875,0.2371628713629921,6.1338305,0.20302011,0.27712658,0.42868802,0.069413913973384,0.68589795,0.27712658,9.484583,3.1864600562396577,(0.45160576701164246-0.001853983849287033j),0.069413913973384,0.004553503,106.78858,-0.0028567109179868,18.50754711434888,2236.4032701847677,1326.9013163231305,1657.2861128557329
Alaudidae,Eremophila,Eremophila alpestris,_11506,1168650,0.006849821,0.032557175,0.19819854,1025,-0.0023641331531774,2027.0720763907896,4912.102798281456,17.802809928044645,2705.1295429241723,0.61847484,129.19921875,0.2875186698038263,-2.7350605,0.032557175,0.28214616,0.030293303,0.0787099536656811,0.7351292,0.28214616,0.3513366,0.3823957954573107,(0.5091283917427063+0.0008475699578411877j),0.0787099536656811,0.016956463,74.328026,-0.0023641331531774,17.802809928044645,4912.102798281456,2027.0720763907896,2705.1295429241723
Alaudidae,Eremophila,Eremophila alpestris,_118320,459346,0.0060904548,0.016224442,0.105733745,1025,-0.000556369113838,3449.158785057373,7022.222125556793,17.54762651645247,2862.707712148673,0.6394524,129.19921875,0.293117183507256,-8.735144,0.016224442,0.28687862,0.06290401,0.2330580543569042,0.7794921,0.28687862,0.04225467,0.3098209487350649,(0.4341340959072113-0.0036189795937389135j),0.2330580543569042,0.1522276,14.56955,-0.000556369113838,17.54762651645247,7022.222125556793,3449.158785057373,2862.707712148673
